149.4506,0.00,0.00,-1.04,0.00,0.00,0.00,0.00,0.00,100,100
149.5511,0.00,0.00,-1.14,0.00,0.00,0.00,0.00,0.00,100,100
149.6529,0.00,0.00,-1.07,0.00,0.00,0.00,0.00,0.00,100,100
149.7540,0.00,0.00,-1.12,0.00,0.00,0.00,0.00,0.00,100,100
149.8543,0.00,0.00,-1.09,0.00,0.00,0.00,0.00,0.00,100,100
149.9560,0.00,0.00,-1.06,0.00,0.00,0.00,0.00,0.00,100,100
150.0569,0.00,0.00,-1.19,0.00,0.00,0.00,0.00,0.00,100,100
150.1574,0.00,0.00,-1.16,0.00,0.00,0.00,0.00,0.00,100,100
150.2589,0.00,0.00,-1.13,0.00,0.00,0.00,0.00,0.00,100,100
150.3612,0.00,0.00,-1.20,0.00,0.00,0.00,0.00,0.00,100,100
150.4617,0.00,0.00,-1.07,0.00,0.00,0.00,0.00,0.00,100,100
150.5621,0.00,0.00,-1.02,0.00,0.00,0.00,0.00,0.00,100,100
150.7462,0.00,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,100,100
150.9526,0.00,0.00,-0.97,0.00,0.00,0.00,0.00,0.00,100,100
151.0530,0.00,0.00,-0.95,0.00,0.00,0.00,0.00,0.00,100,100
151.1547,0.00,0.00,-1.03,0.00,0.00,0.00,0.00,0.00,100,100
151.2554,0.00,0.00,-1.11,0.00,0.00,0.00,0.00,0.00,100,100
151.4474,0.00,0.00,-1.06,0.00,0.00,0.00,0.00,0.00,100,100
151.5490,0.00,0.00,-1.08,0.00,0.00,0.00,0.00,0.00,100,100
151.6502,0.01,0.03,-1.02,0.00,0.00,0.00,0.00,0.00,100,100
151.7508,0.01,0.03,-1.01,0.00,0.00,0.00,0.00,0.00,100,100
151.8518,0.01,0.03,-1.02,0.00,0.00,0.00,0.00,0.00,100,100
151.9535,0.00,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,100,100
152.0554,0.00,0.00,-1.01,0.00,0.00,0.00,0.00,0.00,100,100
152.2548,0.00,0.00,-1.01,0.00,0.00,0.00,0.00,0.00,100,100
152.3552,0.00,0.00,-1.05,0.00,0.00,0.00,0.00,0.00,100,100
152.4564,0.00,0.00,-1.01,0.00,0.00,0.00,0.00,0.00,100,100
152.5578,0.00,0.00,-1.00,0.00,0.00,0.00,0.00,0.00,100,100
152.6587,0.00,0.00,-1.09,0.00,0.00,0.00,0.00,0.00,100,100
152.7604,0.00,0.00,-1.06,0.00,0.00,0.00,0.00,0.00,100,100
152.9598,0.00,0.00,-1.06,0.00,0.00,0.00,0.00,0.00,100,100
153.0602,0.00,0.00,-1.06,0.00,0.00,0.00,0.00,0.00,100,100
153.1620,0.01,0.02,-1.14,0.00,0.00,0.00,0.00,0.00,100,100
153.2633,0.01,0.02,-1.15,0.00,0.00,0.00,0.00,0.00,100,100
153.3645,0.00,0.00,-1.05,0.00,0.00,0.00,0.00,0.00,100,100
153.4649,0.00,0.00,-1.07,0.00,0.00,0.00,0.00,0.00,100,100
153.5671,0.01,0.02,-1.06,0.00,0.00,0.00,0.00,0.00,100,100
153.6673,0.01,0.02,-0.95,0.00,0.00,0.00,0.00,0.00,100,100
153.7689,0.01,0.03,-0.96,0.00,0.00,0.00,0.00,0.00,100,100
153.8689,0.01,0.02,-1.02,0.00,0.00,0.00,0.00,0.00,100,100
153.9704,0.01,0.02,-0.97,0.00,0.00,0.00,0.00,0.00,100,100
154.0711,0.00,0.00,-1.03,0.00,0.00,0.00,0.00,0.00,100,100
154.1721,0.01,0.02,-1.04,0.00,0.00,0.00,0.00,0.00,100,100
