0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0,0
0.00,-0.00,0.75,0.01,0.00,0.00,0.00,100.00,0.00,0,0
0.00,-0.00,2.12,0.01,0.00,0.00,0.00,100.00,0.00,0,0
0.00,-0.00,3.37,0.01,0.00,0.00,0.00,100.00,0.00,0,0
0.00,-0.00,4.36,0.01,0.00,0.00,0.00,100.00,0.00,0,0
0.00,0.00,4.94,0.01,0.00,0.00,0.00,100.00,0.00,0,0
0.00,0.00,5.31,0.01,0.00,0.00,0.00,100.00,0.00,0,0
0.00,0.00,5.56,0.01,0.00,0.00,0.00,100.00,0.00,0,0
0.00,0.00,5.70,0.01,0.00,0.00,0.00,100.00,0.00,0,0
0.00,0.00,5.78,0.01,0.00,0.00,0.00,100.00,0.00,0,0
0.00,0.00,5.54,0.01,0.00,0.00,0.00,100.00,0.00,0,0
0.00,-0.00,3.32,0.01,0.00,0.00,0.00,100.00,0.00,0,0
0.00,-0.00,2.00,0.01,0.00,0.00,0.00,100.00,0.00,0,0
0.00,-0.00,1.15,0.01,0.00,0.00,0.00,100.00,0.00,0,0
0.00,-0.00,0.70,0.01,0.00,0.00,0.00,100.00,0.00,0,0
0.00,-0.00,0.44,0.01,0.00,0.00,0.00,100.00,0.00,0,0
0.00,-0.00,0.30,0.01,0.00,0.00,0.00,100.00,0.00,0,0
0.00,-0.00,0.21,0.01,0.00,0.00,0.00,100.00,0.00,0,0
0.00,-0.00,0.17,0.01,0.00,0.00,0.00,100.00,0.00,0,0
0.00,-0.00,0.13,0.01,0.00,0.00,0.00,100.00,0.00,0,0
0.00,-0.00,0.09,0.01,0.00,0.00,0.00,100.00,0.00,0,0
0.00,-0.00,0.06,0.01,0.00,0.00,0.00,100.00,0.00,0,0
0.00,-0.00,0.03,0.01,0.00,0.00,0.00,100.00,0.00,0,0
0.00,-0.00,0.01,0.01,0.00,0.00,0.00,100.00,0.00,0,0
0.00,-0.00,-0.00,0.01,0.00,0.00,0.00,100.00,0.00,0,0
0.00,-0.00,-0.01,0.01,0.00,0.00,0.00,100.00,0.00,0,0
0.00,-0.00,-0.01,0.01,0.00,0.00,0.00,100.00,0.00,0,0
0.00,-0.00,-0.02,0.01,0.00,0.00,0.00,100.00,0.00,0,0
0.00,-0.00,-0.01,0.01,0.00,0.00,0.00,100.00,0.00,0,0
