245.3822,0.00,0.00,-1.30,0.00,0.00,-0.00,0.00,-0.00,100,100
245.5742,0.00,0.00,-1.38,0.00,0.00,-0.00,0.00,-0.00,100,100
245.7736,0.00,0.00,-1.37,0.00,0.00,-0.00,0.00,-0.00,100,100
245.9747,0.00,0.00,-1.34,0.00,0.00,-0.00,0.00,-0.00,100,100
246.1741,0.00,0.00,-1.00,0.00,0.00,-0.00,0.00,-0.00,100,100
246.3728,0.00,0.00,-0.94,0.00,0.00,-0.00,0.00,-0.00,100,100
246.4762,0.00,0.00,-1.01,0.00,0.00,-0.00,0.00,-0.00,100,100
246.5774,0.00,0.00,-1.10,0.00,0.00,-0.00,0.00,-0.00,100,100
246.6786,0.00,0.00,-0.98,0.00,0.00,-0.00,0.00,-0.00,100,100
246.7806,0.00,0.00,-1.02,0.00,0.00,-0.00,0.00,-0.00,100,100
246.8818,0.00,0.00,-1.09,0.00,0.00,-0.00,0.00,-0.00,100,100
246.9827,0.01,0.03,-0.98,0.00,0.00,-0.00,0.00,-0.00,100,100
247.1798,0.01,0.03,-0.94,0.00,0.00,-0.00,0.00,-0.00,100,100
247.3829,0.01,0.03,-0.84,0.00,0.00,-0.00,0.00,-0.00,100,100
247.4862,0.01,0.03,-0.68,0.00,0.00,-0.00,0.00,-0.00,100,100
247.5863,0.01,0.03,-0.35,0.01,0.03,-0.00,100.00,0.00,100,100
247.6894,0.00,0.00,-0.63,0.01,0.03,71.57,316.23,-366.22,100,366
247.7920,0.00,0.00,-0.62,0.01,0.03,71.57,316.23,-372.20,100,372
247.8931,0.00,0.00,-0.73,2.00,0.00,0.00,2000.00,0.00,2000,2000
247.9933,0.00,0.00,-1.47,2.00,0.00,0.00,2000.00,0.00,2000,2000
248.0941,0.00,0.00,-2.41,2.00,0.00,0.00,2000.00,0.00,2000,2000
248.1948,0.00,0.00,-4.12,2.00,0.00,0.00,2000.00,0.00,2000,2000
248.2965,0.00,0.00,-5.93,2.00,0.00,0.00,2000.00,0.00,2000,2000
248.4896,0.00,0.00,-8.35,2.00,0.00,0.00,2000.00,0.00,2000,2000
248.5898,0.00,0.00,-10.21,2.00,0.00,-0.04,2000.00,0.00,2000,2000
248.7846,0.02,0.03,-11.38,2.00,0.00,-0.87,2000.00,0.00,2000,2000
248.8862,0.02,0.03,-12.29,2.00,0.00,-0.88,2000.00,0.00,2000,2000
249.0786,0.10,0.04,-12.57,2.00,0.00,-1.21,2000.00,0.00,2000,2000
249.1796,0.10,0.04,-12.51,2.00,0.00,-1.21,2000.00,0.00,2000,2000
249.2855,0.10,0.04,-12.51,2.00,0.00,-1.21,2000.00,0.00,2000,2000
249.3889,0.10,0.04,-12.47,2.00,0.00,-1.21,2000.00,0.00,2000,2000
249.4897,0.10,0.04,-12.38,2.00,0.00,-1.21,2000.00,0.00,2000,2000
249.5901,0.10,0.04,-11.87,2.00,0.00,-1.21,2000.00,0.00,2000,2000
249.6918,0.10,0.04,-11.67,2.00,0.00,-1.21,2000.00,0.00,2000,2000
249.7944,0.15,0.05,-11.27,2.00,0.00,-1.39,2000.00,0.00,2000,2000
249.8956,1.01,0.14,-10.75,2.00,0.00,-8.09,2000.00,0.00,2000,2000
249.9973,1.34,0.20,-10.48,2.00,0.00,-16.86,2000.00,0.00,2000,2000
